filename,width,height,class,xmin,ymin,xmax,ymax
20151127_125858_3.jpg,224,224,bread,44,163,79,203
20151127_125858_3.jpg,224,224,bread,76,144,119,183
20151127_125955.jpg,224,224,carrot,35,39,112,105
20151127_125955.jpg,224,224,bread,149,41,189,79
20151127_125955.jpg,224,224,rice,48,139,131,208
20151127_125955.jpg,224,224,tangerine,161,92,185,112
20151127_125955.jpg,224,224,tangerine,141,106,164,126
20151127_125955.jpg,224,224,tangerine,157,122,188,143
20151127_125955.jpg,224,224,tangerine,186,89,214,114
20151127_125955.jpg,224,224,tangerine,181,112,206,133
20151127_130005.jpg,224,224,pizzoccheri,76,37,150,96
20151127_130005.jpg,224,224,bread,26,95,67,126
20151127_130005.jpg,224,224,savory_pie,99,139,145,189
20151127_130005.jpg,224,224,potatoes,57,123,106,166
20151127_130005_1.jpg,224,224,pizzoccheri,78,36,148,97
20151127_130005_1.jpg,224,224,bread,153,98,199,127
20151127_130005_1.jpg,224,224,savory_pie,79,139,132,189
20151127_130005_1.jpg,224,224,potatoes,114,126,164,167
20151127_120128_1.jpg,224,224,cutlet,108,40,161,86
20151127_120128_1.jpg,224,224,pasta,47,91,119,145
20151127_120128_1.jpg,224,224,cake,49,26,91,70
20151127_130005_2.jpg,224,224,savory_pie,88,33,144,80
20151127_130005_2.jpg,224,224,bread,25,99,69,127
20151127_130005_2.jpg,224,224,pizzoccheri,77,123,150,189
20151127_130141.jpg,224,224,salad,49,31,121,95
20151127_130141.jpg,224,224,pasta,75,109,174,182
20151127_130141_2.jpg,224,224,pasta,77,39,174,109
20151127_130141_2.jpg,224,224,salad,51,128,122,183
20151127_130327.jpg,224,224,pasta,71,76,151,140
20151127_130350.jpg,224,224,bread,137,62,177,96
20151127_130350.jpg,224,224,pizzoccheri,42,128,117,194
20151127_130350.jpg,224,224,yogurt,141,127,181,157
20151127_130350.jpg,224,224,spinach,38,20,116,61
20151127_130350.jpg,224,224,savory_pie,48,59,122,95
20151127_130350_1.jpg,224,224,bread,44,63,89,96
20151127_130350_1.jpg,224,224,spinach,106,19,184,66
20151127_130350_1.jpg,224,224,savory_pie,95,54,173,94
20151127_130350_1.jpg,224,224,yogurt,46,127,83,157
20151127_130350_1.jpg,224,224,pizzoccheri,101,128,181,198
20151127_130350_2.jpg,224,224,pizzoccheri,44,25,114,93
20151127_130350_2.jpg,224,224,yogurt,140,70,179,98
20151127_130350_2.jpg,224,224,savory_pie,58,124,121,169
20151127_130350_2.jpg,224,224,spinach,42,156,115,204
20151127_130350_2.jpg,224,224,bread,136,128,176,163
20151127_130511.jpg,224,224,pizzoccheri,39,53,112,118
20151127_130511.jpg,224,224,salad,121,9,190,61
20151127_130511.jpg,224,224,pudding,146,65,184,91
20151127_130511.jpg,224,224,bread,140,91,188,129
20151127_130511.jpg,224,224,meat,101,139,165,198
20151127_130511_1.jpg,224,224,pizzoccheri,122,51,180,114
20151127_130511_1.jpg,224,224,meat,62,135,124,202
20151127_130511_1.jpg,224,224,bread,36,93,86,127
20151127_130511_1.jpg,224,224,pudding,39,64,81,92
20151127_130511_1.jpg,224,224,salad,31,4,102,65
20151127_130511_2.jpg,224,224,meat,92,24,160,86
20151127_130511_2.jpg,224,224,pizzoccheri,42,105,116,172
20151127_130511_2.jpg,224,224,pudding,141,132,188,162
20151127_130511_2.jpg,224,224,bread,136,96,186,131
20151127_130511_2.jpg,224,224,salad,121,161,193,220
20151127_120128_2.jpg,224,224,pasta,104,74,181,130
20151127_120128_2.jpg,224,224,cutlet,64,140,113,191
20151127_120128_2.jpg,224,224,cake,131,154,177,201
20151127_130511_3.jpg,224,224,meat,139,60,198,128
20151127_130511_3.jpg,224,224,pizzoccheri,53,111,114,183
20151127_130511_3.jpg,224,224,salad,5,30,62,106
20151127_130511_3.jpg,224,224,pudding,64,34,93,80
20151127_130511_3.jpg,224,224,bread,93,38,130,88
20151127_130604.jpg,224,224,potatoes,26,84,67,111
20151127_130604.jpg,224,224,apple,95,48,139,78
20151127_130604.jpg,224,224,pizzoccheri,88,148,166,207
20151127_130604.jpg,224,224,salad,121,72,199,135
20151127_130604.jpg,224,224,savory_pie,47,89,112,142
20151127_130620.jpg,224,224,pasta,45,42,123,102
20151127_130620.jpg,224,224,potatoes,97,128,143,175
20151127_130620.jpg,224,224,bread,146,44,181,71
20151127_130620.jpg,224,224,yogurt,142,74,181,101
20151127_130620.jpg,224,224,meat,145,135,184,188
20151127_130638.jpg,224,224,pizza,17,68,184,163
20151127_130721_3.jpg,224,224,pizzoccheri,94,81,153,167
20151127_130733.jpg,224,224,pasta,74,83,145,151
20151127_130733.jpg,224,224,apple,132,50,170,82
20151127_130733.jpg,224,224,pudding,138,167,184,198
20151127_130755.jpg,224,224,carrot,55,127,92,185
20151127_130755.jpg,224,224,pizzoccheri,58,41,131,101
20151127_130755.jpg,224,224,savory_pie,93,139,144,189
20151127_130755.jpg,224,224,pudding,144,40,186,74
20151127_130755_1.jpg,224,224,pizzoccheri,95,41,169,102
20151127_130755_1.jpg,224,224,pudding,40,40,78,72
20151127_130755_1.jpg,224,224,carrot,118,126,165,183
20151127_130755_1.jpg,224,224,savory_pie,82,133,130,186
20151127_130755_3.jpg,224,224,pudding,39,37,73,80
20151127_130755_3.jpg,224,224,pizzoccheri,43,89,101,169
20151127_130755_3.jpg,224,224,carrot,125,118,182,167
20151127_130755_3.jpg,224,224,savory_pie,136,80,187,135
20151127_130819.jpg,224,224,pizza,47,86,188,190
20151127_120128_3.jpg,224,224,pasta,86,48,156,115
20151127_120128_3.jpg,224,224,cutlet,35,110,87,159
20151127_120128_3.jpg,224,224,cake,23,48,74,88
20151127_130844.jpg,224,224,pizzoccheri,61,38,138,97
20151127_130844.jpg,224,224,spinach,113,131,154,181
20151127_130844.jpg,224,224,fillet_fish,149,128,188,187
20151127_130844.jpg,224,224,tangerine,51,165,79,189
20151127_130844.jpg,224,224,tangerine,79,188,104,209
20151127_130844_2.jpg,224,224,pizzoccheri,56,127,138,186
20151127_130844_2.jpg,224,224,spinach,118,46,151,94
20151127_130844_2.jpg,224,224,fillet_fish,148,39,188,92
20151127_130844_2.jpg,224,224,tangerine,51,38,77,57
20151127_130844_2.jpg,224,224,tangerine,79,17,106,37
20151127_130936.jpg,224,224,pizzoccheri,82,85,148,144
20151127_130936_1.jpg,224,224,pizzoccheri,75,86,147,143
20151127_130936_2.jpg,224,224,pizzoccheri,81,83,150,140
20151127_131034.jpg,224,224,pasta,51,72,129,130
20151127_131034.jpg,224,224,bread,139,105,178,141
20151127_131034.jpg,224,224,bread,120,144,167,177
20151127_131055.jpg,224,224,pizzoccheri,60,42,132,104
20151127_131055.jpg,224,224,tangerine,164,148,189,168
20151127_131055.jpg,224,224,tangerine,146,177,170,199
20151127_131055.jpg,224,224,spinach,68,126,103,157
20151127_131055.jpg,224,224,carrot,38,132,71,177
20151127_131055.jpg,224,224,meat,70,148,133,190
20151127_131055_1.jpg,224,224,pizzoccheri,89,40,166,107
20151127_131055_1.jpg,224,224,tangerine,32,150,63,171
20151127_131055_1.jpg,224,224,tangerine,55,175,81,198
20151127_131055_1.jpg,224,224,spinach,112,127,155,160
20151127_131055_1.jpg,224,224,carrot,152,130,186,178
20151127_131055_1.jpg,224,224,meat,93,145,156,193
20151127_131055_2.jpg,224,224,pizzoccheri,64,120,129,178
20151127_131055_2.jpg,224,224,meat,76,29,127,74
20151127_131055_2.jpg,224,224,carrot,35,49,73,96
20151127_131055_2.jpg,224,224,spinach,64,68,110,98
20151127_131055_2.jpg,224,224,tangerine,146,28,172,51
20151127_131055_2.jpg,224,224,tangerine,166,56,191,77
20151127_131055_3.jpg,224,224,pizzoccheri,48,91,108,163
20151127_131055_3.jpg,224,224,carrot,130,152,175,185
20151127_131055_3.jpg,224,224,spinach,125,115,160,153
20151127_131055_3.jpg,224,224,meat,156,97,192,148
20151127_131055_3.jpg,224,224,tangerine,145,33,173,64
20151127_131055_3.jpg,224,224,tangerine,173,52,199,79
20151127_120156.jpg,224,224,pizzoccheri,33,98,110,170
20151127_120156.jpg,224,224,cutlet,138,107,175,154
20151127_120156.jpg,224,224,potatoes,177,98,211,161
20151127_120156.jpg,224,224,bread,99,46,140,104
20151127_131106.jpg,224,224,pizzoccheri,100,38,167,96
20151127_131106.jpg,224,224,carrot,47,101,140,135
20151127_131106.jpg,224,224,meat,53,132,138,162
20151127_131106.jpg,224,224,bread,119,172,167,208
20151127_131106_1.jpg,224,224,pizzoccheri,58,37,124,94
20151127_131106_1.jpg,224,224,carrot,96,99,177,138
20151127_131106_1.jpg,224,224,meat,88,128,169,160
20151127_131106_1.jpg,224,224,bread,56,170,112,208
20151127_131106_2.jpg,224,224,carrot,51,89,135,122
20151127_131106_2.jpg,224,224,pizzoccheri,105,128,170,187
20151127_131106_2.jpg,224,224,meat,51,59,137,93
20151127_131106_2.jpg,224,224,bread,115,18,164,55
20151127_131106_3.jpg,224,224,pizzoccheri,40,52,93,125
20151127_131106_3.jpg,224,224,carrot,102,86,131,172
20151127_131106_3.jpg,224,224,meat,130,85,167,171
20151127_131106_3.jpg,224,224,bread,170,58,207,111
20151127_131130.jpg,224,224,potatoes,58,55,101,99
20151127_131130.jpg,224,224,meat,97,43,145,95
20151127_131130.jpg,224,224,pasta,50,116,122,164
20151127_131130.jpg,224,224,bread,128,105,172,133
20151127_131130.jpg,224,224,bread,141,133,180,164
20151127_131130.jpg,224,224,apple,113,171,154,197
20151127_131150.jpg,224,224,potatoes,77,43,125,73
20151127_131150.jpg,224,224,meat,79,64,160,92
20151127_131150.jpg,224,224,pasta,47,127,126,183
20151127_131150.jpg,224,224,bread,134,160,169,195
20151127_131209.jpg,224,224,pizzoccheri,68,101,126,165
20151127_131209_2.jpg,224,224,pizzoccheri,68,59,127,117
20151127_131209_3.jpg,224,224,pizzoccheri,105,92,166,160
20151127_131259.jpg,224,224,pizza,19,89,188,164
20151127_120156_1.jpg,224,224,bread,84,46,124,105
20151127_120156_1.jpg,224,224,pizzoccheri,117,102,188,163
20151127_120156_1.jpg,224,224,cutlet,53,106,85,151
20151127_120156_1.jpg,224,224,potatoes,10,91,51,155
20151127_131420_1.jpg,224,224,pizzoccheri,40,26,113,95
20151127_131420_1.jpg,224,224,potatoes,126,100,186,138
20151127_131420_1.jpg,224,224,meat,110,133,179,166
20151127_131420_1.jpg,224,224,tangerine,41,155,66,175
20151127_131420_1.jpg,224,224,tangerine,63,156,92,178
20151127_131420_1.jpg,224,224,tangerine,62,177,90,198
20151127_131420_2.jpg,224,224,potatoes,40,93,99,122
20151127_131420_2.jpg,224,224,meat,46,59,115,88
20151127_131420_2.jpg,224,224,pizzoccheri,116,126,184,193
20151127_131420_2.jpg,224,224,tangerine,135,27,164,48
20151127_131420_2.jpg,224,224,tangerine,135,48,160,71
20151127_131420_2.jpg,224,224,tangerine,162,49,182,70
20151127_131420_3.jpg,224,224,pizzoccheri,30,46,96,110
20151127_131420_3.jpg,224,224,potatoes,99,126,132,186
20151127_131420_3.jpg,224,224,meat,121,113,164,176
20151127_131420_3.jpg,224,224,tangerine,153,41,175,67
20151127_131420_3.jpg,224,224,tangerine,152,69,176,94
20151127_131420_3.jpg,224,224,tangerine,178,66,197,91
20151127_131439.jpg,224,224,carrot,70,98,114,142
20151127_131439.jpg,224,224,savory_pie,112,104,166,182
20151127_131450.jpg,224,224,potatoes,64,43,108,77
20151127_131450.jpg,224,224,savory_pie,64,72,154,115
20151127_131450.jpg,224,224,bread,146,106,189,144
20151127_131450.jpg,224,224,pasta,43,134,121,193
20151127_131450.jpg,224,224,tangerine,139,146,162,164
20151127_131450.jpg,224,224,tangerine,154,179,181,205
20151127_131553.jpg,224,224,pizzoccheri,79,47,146,102
20151127_131553.jpg,224,224,potatoes,42,122,89,151
20151127_131553.jpg,224,224,savory_pie,51,134,128,186
20151127_131553_2.jpg,224,224,savory_pie,49,33,135,76
20151127_131553_2.jpg,224,224,potatoes,42,66,92,105
20151127_131553_2.jpg,224,224,pizzoccheri,84,122,146,177
20151127_131604.jpg,224,224,pizzoccheri,67,44,145,105
20151127_131604.jpg,224,224,carrot,67,130,129,176
20151127_131604.jpg,224,224,yogurt,157,34,197,67
20151127_131604.jpg,224,224,meat,75,161,167,204
20151127_131604_1.jpg,224,224,pizzoccheri,83,47,161,107
20151127_131604_1.jpg,224,224,yogurt,27,35,66,65
20151127_131604_1.jpg,224,224,carrot,98,130,153,179
20151127_131604_1.jpg,224,224,meat,52,161,147,204
20151127_131604_2.jpg,224,224,pizzoccheri,64,120,140,181
20151127_131604_2.jpg,224,224,yogurt,158,162,197,192
20151127_131604_2.jpg,224,224,carrot,70,47,128,93
20151127_131604_2.jpg,224,224,meat,73,18,169,52
20151127_120156_2.jpg,224,224,pizzoccheri,37,55,107,129
20151127_120156_2.jpg,224,224,potatoes,177,67,217,124
20151127_120156_2.jpg,224,224,cutlet,138,69,172,124
20151127_120156_2.jpg,224,224,bread,98,119,138,176
20151127_131604_3.jpg,224,224,pizzoccheri,38,76,105,156
20151127_131604_3.jpg,224,224,carrot,125,93,177,155
20151127_131604_3.jpg,224,224,meat,169,56,205,148
20151127_131604_3.jpg,224,224,yogurt,35,25,68,67
20151127_131713.jpg,224,224,pizzoccheri,45,136,118,204
20151127_131713.jpg,224,224,tangerine,133,95,158,114
20151127_131713.jpg,224,224,tangerine,161,99,185,121
20151127_131713.jpg,224,224,tangerine,138,115,171,137
20151127_131713.jpg,224,224,spinach,45,43,88,77
20151127_131713.jpg,224,224,green_beans,41,72,97,104
20151127_131713.jpg,224,224,savory_pie,88,34,138,88
20151127_131713_2.jpg,224,224,pizzoccheri,44,21,123,86
20151127_131713_2.jpg,224,224,spinach,52,147,89,182
20151127_131713_2.jpg,224,224,green_beans,37,122,96,150
20151127_131713_2.jpg,224,224,savory_pie,92,130,138,192
20151127_131713_2.jpg,224,224,tangerine,139,88,165,111
20151127_131713_2.jpg,224,224,tangerine,161,105,186,126
20151127_131713_2.jpg,224,224,tangerine,135,111,160,130
20151127_131713_3.jpg,224,224,pizzoccheri,139,101,200,188
20151127_131713_3.jpg,224,224,spinach,41,135,73,180
20151127_131713_3.jpg,224,224,green_beans,75,129,102,177
20151127_131713_3.jpg,224,224,savory_pie,33,87,89,140
20151127_131713_3.jpg,224,224,tangerine,112,60,138,86
20151127_131713_3.jpg,224,224,tangerine,94,65,115,89
20151127_131713_3.jpg,224,224,tangerine,97,38,118,58
20151127_131721.jpg,224,224,bread,137,90,181,124
20151127_131721.jpg,224,224,green_beans,59,104,99,133
20151127_131721.jpg,224,224,spinach,57,141,94,149
20151127_131721.jpg,224,224,savory_pie,90,112,133,163
20151127_131721.jpg,224,224,orange,20,174,58,211
20151127_131751.jpg,224,224,pasta,41,120,117,189
20151127_131751.jpg,224,224,fries,118,93,177,145
20151127_131751.jpg,224,224,meat,43,40,127,94
20151127_131751.jpg,224,224,pears,154,172,193,215
20151127_131751_1.jpg,224,224,pears,32,170,71,212
20151127_131751_1.jpg,224,224,pasta,107,126,186,190
20151127_131751_1.jpg,224,224,fries,52,93,105,146
20151127_131751_1.jpg,224,224,meat,98,42,177,93
20151127_131751_3.jpg,224,224,meat,40,100,95,179
20151127_131751_3.jpg,224,224,pasta,123,109,191,186
20151127_131751_3.jpg,224,224,fries,89,52,148,105
20151127_131751_3.jpg,224,224,pears,169,32,217,71
20151127_131812_1.jpg,224,224,pasta,89,134,177,195
20151127_131812_1.jpg,224,224,green_beans,148,56,180,91
20151127_131812_1.jpg,224,224,fillet_fish,99,71,149,114
20151127_131812_1.jpg,224,224,carrot,101,47,143,69
20151127_131812_2.jpg,224,224,pasta,52,32,132,87
20151127_131812_2.jpg,224,224,fillet_fish,83,108,128,152
20151127_131812_2.jpg,224,224,carrot,79,155,122,180
20151127_131812_2.jpg,224,224,green_beans,44,132,85,172
20151127_120156_3.jpg,224,224,cutlet,102,50,160,85
20151127_120156_3.jpg,224,224,potatoes,94,5,166,46
20151127_120156_3.jpg,224,224,bread,49,83,101,129
20151127_120156_3.jpg,224,224,pizzoccheri,97,113,168,186
20151127_131812_3.jpg,224,224,green_beans,56,145,87,182
20151127_131812_3.jpg,224,224,carrot,46,104,67,147
20151127_131812_3.jpg,224,224,fillet_fish,70,97,114,151
20151127_131812_3.jpg,224,224,pasta,135,89,194,175
20151127_131828.jpg,224,224,pasta,55,113,127,175
20151127_131828.jpg,224,224,bread,124,167,168,202
20151127_131828.jpg,224,224,yogurt,72,190,116,220
20151127_131828.jpg,224,224,savory_pie,71,51,144,82
20151127_131828.jpg,224,224,green_beans,88,34,134,53
20151127_131828.jpg,224,224,carrot,57,16,122,37
20151127_131839.jpg,224,224,pasta,33,112,107,174
20151127_131839.jpg,224,224,bread,119,143,170,176
20151127_131839.jpg,224,224,meat,115,67,188,126
20151127_131839.jpg,224,224,fries,56,18,125,59
20151127_131839.jpg,224,224,orange,27,68,72,99
20151127_131852.jpg,224,224,pasta,59,70,142,135
20151127_131852.jpg,224,224,tangerine,154,139,181,161
20151127_131852.jpg,224,224,tangerine,161,159,188,179
20151127_131933.jpg,224,224,pasta,78,73,155,139
20151127_131948.jpg,224,224,pasta,94,106,162,163
20151127_131948.jpg,224,224,bread,134,168,187,199
20151127_131948.jpg,224,224,orange,130,60,170,92
20151127_131948.jpg,224,224,fillet_fish,78,23,118,88
20151127_131948.jpg,224,224,green_beans,48,27,72,79
20151127_131948.jpg,224,224,carrot,28,40,43,64
20151127_131948_2.jpg,224,224,pasta,91,61,161,118
20151127_131948_2.jpg,224,224,orange,132,131,171,166
20151127_131948_2.jpg,224,224,bread,137,24,189,58
20151127_131948_2.jpg,224,224,fillet_fish,80,133,117,203
20151127_131948_2.jpg,224,224,green_beans,54,149,78,191
20151127_131948_2.jpg,224,224,carrot,29,157,44,186
20151127_131948_3.jpg,224,224,carrot,38,185,58,196
20151127_131948_3.jpg,224,224,green_beans,25,152,77,178
20151127_131948_3.jpg,224,224,fillet_fish,24,109,94,142
20151127_131948_3.jpg,224,224,pasta,106,62,164,135
20151127_131948_3.jpg,224,224,bread,167,34,201,89
20151127_131948_3.jpg,224,224,orange,58,53,95,96
20151127_132002.jpg,224,224,pasta,37,27,108,88
20151127_132002.jpg,224,224,bread,135,29,182,71
20151127_132002.jpg,224,224,fillet_fish,145,97,179,159
20151127_132002.jpg,224,224,green_beans,115,106,134,148
20151127_132002.jpg,224,224,carrot,96,104,119,122
20151127_132002.jpg,224,224,pudding,155,167,195,202
20151127_132002_1.jpg,224,224,pasta,117,27,190,87
20151127_132002_1.jpg,224,224,bread,41,28,91,69
20151127_132002_1.jpg,224,224,fillet_fish,41,95,85,159
20151127_132002_1.jpg,224,224,green_beans,86,103,106,154
20151127_132002_1.jpg,224,224,carrot,107,100,126,126
20151127_132002_1.jpg,224,224,pudding,28,167,70,202
20151127_115133.jpg,224,224,pasta,36,95,98,181
20151127_115133.jpg,224,224,potatoes,145,57,177,106
20151127_115133.jpg,224,224,meat,142,96,202,135
20151127_115133.jpg,224,224,tangerine,184,163,207,192
20151127_120208.jpg,224,224,pizzoccheri,78,38,146,104
20151127_132002_3.jpg,224,224,bread,29,44,72,90
20151127_132002_3.jpg,224,224,pasta,32,114,87,191
20151127_132002_3.jpg,224,224,fillet_fish,94,40,160,85
20151127_132002_3.jpg,224,224,green_beans,103,86,143,107
20151127_132002_3.jpg,224,224,carrot,102,105,121,124
20151127_132002_3.jpg,224,224,pudding,166,26,201,66
20151127_132024.jpg,224,224,pizza,41,7,165,145
20151127_132024.jpg,224,224,fries,111,153,180,188
20151127_132136.jpg,224,224,pizza,36,64,201,140
20151127_132235.jpg,224,224,pasta,114,147,186,209
20151127_132235.jpg,224,224,bread,145,80,189,117
20151127_132235.jpg,224,224,fries,76,99,137,139
20151127_132235.jpg,224,224,fillet_fish,24,28,111,81
20151127_132235.jpg,224,224,pears,142,42,188,74
20151127_132413.jpg,224,224,soup,26,115,119,189
20151127_132413.jpg,224,224,yogurt,125,167,170,201
20151127_132413.jpg,224,224,savory_pie,82,12,160,65
20151127_132413.jpg,224,224,green_beans,70,57,115,88
20151127_132413.jpg,224,224,carrot,54,63,70,78
20151127_132413_1.jpg,224,224,yogurt,56,166,99,202
20151127_132413_1.jpg,224,224,soup,106,113,206,189
20151127_132413_1.jpg,224,224,green_beans,112,62,158,86
